idImpianto;Gestore;Bandiera;Tipo Impianto;Nome Impianto;Indirizzo;Comune;Provincia;Latitudine;Longitudine
33104;TRAGEN S.R.L.;Pompe Bianche;Altro;GAFFOIL MADDALONI;VIA CAUDINA  81024;MADDALONI;CE;41.03202274;14.39573094
19949;BASILICATA AGOSTINO;Pompe Bianche;Strada Statale;Gasauto;Statale 7 Via Appia, Km. 225, dir. maddaloni 81024;MADDALONI;CE;41.02483567;14.4332014
32412;PISANI ENRICO DI ANNAMARIA PISANI & C.S.N.C.;Agip Eni;Altro;impianto eni;Via Libertà  508 81024;MADDALONI;CE;41.05322031;14.37462261
28436;IP SERVICES S.R.L.;Api-Ip;Altro;MADDALONI - S.S. 265;S.S. 265 KM. 24,548  81100;MADDALONI;CE;41.02421161;14.37770247
19320;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;MADDALONI FRAZ.MONTEDECORO;FRAZ.MONTEDECORO  81024;MADDALONI;CE;41.02505469;14.42586285
34185;MAICOL S.R.L.;Pompe Bianche;Altro;NEW ENERGY-MAICOL SRL;VIA PONTI DELLA VALLE 8 81024;MADDALONI;CE;41.04315169;14.39794913
20607;ENERFUEL S.R.L.;Repsol;Altro;REPSOL;VIA APPIA  81024;MADDALONI;CE;41.04076779;14.3673639
19466;CARBURANTI S.A.S. DI RAZZANO MICHELE E C.;Total Erg;Altro;stazione totalerg;VIA CANCELLO 28 81024;MADDALONI;CE;41.02233009;14.3923755
18711;T.C.R. S.A.S. DI BARLETTA ROBERTO.;Agip Eni;Altro;t.c.r. s.a.s di barletta roberto;VIA LIBERTA 9 81024;MADDALONI;CE;41.03702681;14.38055854
35611;TOIL S.P.A.;Toil;Altro;TOIL MADDALONI;strada statale appia 7 km 224+400  81024;MADDALONI;CE;41.02466202;14.43728273
23464;A.G. OIL SAS DI GOLINO GIOVANNI & C.;Esso;Altro;A.G.OIL; S.S. 265 KM 34+657 SNC 81025;MARCIANISE;CE;41.0372677;14.27826754
31479;CAVASO DANIELE;Agip Eni;Altro;autostazione eni di cavaso daniele;VIALE EUROPA 16 81025;MARCIANISE;CE;41.03707989;14.31382433
35389;LOGI-CA S.R.L.;Pompe Bianche;Altro;CPM;SP 325 VIA L. FUCCIA SNC 81025;MARCIANISE;CE;41.03678309;14.26644882
14041;ECO TRADING AREA S.R.L. - DISTRIBUZIONE CARBURANTI ECOLOGICI;Pompe Bianche;Altro;ECO TRADING AREA SRL;STRADA STATALE 7 BIS KM.7+600   81025;MARCIANISE;CE;41.03471337;14.23416406
25287;DISTRIBUTORE ESSO DI IAVARONE MATTIA;Esso;Strada Statale;ESSO;Statale 87 Sannitica, Km. 19,200, dir. NAPOLI;MARCIANISE;CE;41.01747124;14.32527333
27195;AN.AR.MO. S.A.S. DI MORETTA TARTAGLIONE ARMANDO & C.;Esso;Altro;ESSO;VIA SANTELLA SNC 81025;MARCIANISE;CE;41.03103708;14.31702822
25308;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;MARCIANISE SS.87 SANNITICA KM.21+108;SS.87 SANNITICA KM.21+108  81025;MARCIANISE;CE;41.02863895;14.32465791
6720;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;MARCIANISE VIA MARTIN LUTER KING STAZ.Q8;VIA MARTIN LUTER KING STAZ.Q8 SNC 81025;MARCIANISE;CE;41.03287474;14.28306619
20641;DI GIACINTO CARBURANTI S.A.S. DI DI GIACINTO SALVATORE E C.;Agip Eni;Altro;stazione ENI;VIA LEONARDO DA VINCI S.N.C. 81025;MARCIANISE;CE;41.02347226;14.29083028
19453;CARBURANTI S.A.S. DI RAZZANO MICHELE E C.;Agip Eni;Altro;stazione eni 18451;VIA KENNEDY SNC 81025;MARCIANISE;CE;41.02668899;14.29641545
38416;CARBURANTI S.A.S. DI RAZZANO MICHELE E C.;Agip Eni;Altro;stazione eni 18452;VIA XXV  APRILE LOC. GROIA, 81025  81025;MARCIANISE;CE;41.02471951;14.31521237
38418;CARBURANTI S.A.S. DI RAZZANO MICHELE E C.;Agip Eni;Altro;stazione eni 18470/18461;VIA XXV APRILE  81025;MARCIANISE;CE;41.02469766;14.31353733
18714;T.C.R. S.A.S. DI BARLETTA ROBERTO.;Agip Eni;Altro;t.c.r .s.a.s di barletta roberto;Strada Statale 265, Km. 27.216, dir. marcianise  81025;MARCIANISE;CE;41.01711403;14.33889924
15099;ZARRILLO LUIGI;Total Erg;Altro;totalerg;via R.MUSONE 75 81025;MARCIANISE;CE;41.03724073;14.30397123
33275;IP SERVICES S.R.L.;Api-Ip;Altro;MARZANO APPIO - CAMPOPIANO;VIA CAMPOPIANO  81100;MARZANO APPIO;CE;41.31703956;14.04171609
5320;"DOMITIA SERVICE DI ANTONIO D'AMATO S.A.S. IN SIGLA: ""DOMITIA SERVICE S.A.S.""";Total Erg;Altro;DOMITIA SERVICE S.A.S.;VIA DOMITIANA 18 81034;MONDRAGONE;CE;41.11792238;13.8767463
32469;DE MARTINO E C. S.A.S. DI DE MARTINO ANTONIO;Agip Eni;Altro;ENI S.P.A. 8422;VIA DOMIZIANA 233 81034;MONDRAGONE;CE;41.11569835;13.87932819
24124;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;MONDRAGONE VIA CROCELLE;VIA CROCELLE  81034;MONDRAGONE;CE;41.11460933;13.90845294
20674;CAMPOLI ALFREDO;Petrol Gamma;Altro;PETROL GAMMA;via Castel Volturno  snc 81034;MONDRAGONE;CE;41.10779808;13.90757158
28080;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;SS.DOMIZIANA - MONDRAGONE;SS.DOMIZIANA  81034;MONDRAGONE;CE;41.11278021;13.88354608
15764;CAMPOLI ALFREDO;Tamoil;Altro;TAMOIL;VIA MAGG. BOCCUCCI 112 81034;MONDRAGONE;CE;41.11427614;13.90462357
39278;EASY SERVICE S.R.L.;Energas;Altro;Easy Service Orta di Atella ;S.P. Orta di Atella - Marcianise S.N.C.  81030;ORTA DI ATELLA;CE;40.99145883;14.28141654
24741;GESTIONI EUROPA - SOCIETA' PER AZIONI;Total Erg;Altro;Orta di Atella;Via SP per Aversa-Caivano 250;ORTA DI ATELLA;CE;40.96152921;14.26313996
32681;AMAGAR DI SALVATORE TORNINCASA & C. S.A.S.;Q8;Altro;Q 8;VIA MARTIRI ATELLANI 49 81030;ORTA DI ATELLA;CE;40.96153326;14.26312923
20491;CHIANESE PETROLI S.N.C. DI CHIANESE FRANCESCANTONIO, CHIANESE ANGELA CATERINA E;Pompe Bianche;Altro;chianese petroli;via gugliemo marconi 134, 81030;PARETE;CE;40.96539086;14.16858807
27764;IP SERVICES S.R.L.;Api-Ip;Altro;PARETE - SALVO D'ACQUISTO;PARETE - VIA SALVO D'ACQUISTO 10 81030;PARETE;CE;40.96542228;14.1697295
38822;ESSEZETA CARBURANTI SRL;Pompe Bianche;Altro;SP;VIA VITTORIO EMANUELE snc 81030;PARETE;CE;40.95596116;14.16783504
32525;ZIPPO ORSOLA;Sodigas;Altro;Ditta Zippo Orsola;LOCALITA' MONTICELLO  81050;PASTORANO;CE;41.17374772;14.1959922
33196;MARZIA CARBURANTI S.R.L.;Q8;Strada Statale;Q8;Statale 7 Via Appia, Km. 194+425, dir. caserta 81050;PASTORANO;CE;41.15993912;14.17371243
10177;PALMIERI ANTONIO;Agip Eni;Altro;Antonio Palmieri impianto ENI;S.P. 336 Km. 39+080  ;PIANA DI MONTE VERNA;CE;41.15690422;14.32917053
26923;MONE MICHELE ANGELO;Pompe Bianche;Strada Statale;MoneCarburanti;Statale 87 Sannitica, Km. 40, dir. caserta 81013;PIANA DI MONTE VERNA;CE;41.16469585;14.33629872
39150;ALTES SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;Api-Ip;Altro;Area di servizio IP-ALTES SRLs;sp 331 snc 81016;PIEDIMONTE MATESE;CE;41.34072322;14.36047733
17655;IP SERVICES S.R.L.;Api-Ip;Altro;PIEDIMONTE MATESE;VIA SALVO D'ACQUISTO 16 81016;PIEDIMONTE MATESE;CE;41.35220805;14.37482146
19521;DISTRIBUZIONE CARBURANTI DI FILIPPO CASO S.A.S.;Agip Eni;Altro;stazione eni 8438;VIA CESARE BATTISTI S-C- 81016;PIEDIMONTE MATESE;CE;41.34996968;14.36776623
14204;I.MA.S.A.S. DI IZZO MARCO E C.;Q8;Altro;IMA S.A.S.;VIA SAN PASQUALE 11 81051;PIETRAMELARA;CE;41.27208662;14.18286099
12743;"SELF CAR WASH S.A.S. DI NATALE LUIGI E F.LLI IN SIGLA ""SELF CAR WASH S.A.S.""";Api-Ip;Altro;SELF CAR WASH;VIA DELLA LIBERTA' 130 81051;PIETRAMELARA;CE;41.27529975;14.1895165
29979;PENTA PETROLI SRL;Esso;Altro;ESSO PIETRAVAIRANO;S.S. 7 TELESINA KM 5 + 315  81040;PIETRAVAIRANO;CE;41.3149241;14.1561842
38145;FRA.MA. CARBURANTI S.R.L.;Q8;Strada Statale;Q8;Statale 372 Telesina, Km. 6, dir. Caianello 81040;PIETRAVAIRANO;CE;41.31738897;14.16603264
5571;"SEAR DI ROTONDO RAFFAELE & C. S.R.L. IN SIGLA : ""SEAR S.R.L.""";Agip Eni;Strada Statale;S.E.A.R. SRL;Statale 372 Telesina, Km. 7+648, dir. benevento 81050;PIETRAVAIRANO;CE;41.31954499;14.18314576
24250;CAMY S.R.L.;Q8;Altro;CAMY S.R.L.;VIA VITTORIO VENETO SNC 81052;PIGNATARO MAGGIORE;CE;41.18676054;14.169209
13381;INFOLAB DI BOVENZI ANTONIO;Total Erg;Altro;Totalerg ;VIA VITTORIO VENETO SNC 81052;PIGNATARO MAGGIORE;CE;41.18430937;14.16694388
28859;DI RIENZO ANTONIO & GIUSEPPE S.N.C.;Api-Ip;Altro;IP; VIA TORRE 27 81050;PONTELATONE;CE;41.19316102;14.25094128
32676;ITALIMPIANTI S.R.L.;Pompe Bianche;Altro; ITALIMPIANTI;VIA FRATELLI ROSSELLI 19 81050;PORTICO DI CASERTA;CE;41.05008536;14.2829073
39037;VASTANO TIZIANA;Api-Ip;Altro;STAZIONE SERVIZIO VASTANO TIZIANA;VIA A. VOLTA 71 81050;PORTICO DI CASERTA;CE;41.05911434;14.28251532
32354;DI PIETRANTONIO PIETRO;Total Erg;Strada Statale;TOTALERG;Statale 158 della Valle del Volturno, Km. 54, dir. PIEDIMONTE MATESE 81010;PRATA SANNITA;CE;41.43623775;14.18660715
11315;ZANNITI SALVATORE;Api-Ip;Altro;ZANNITI SALVATORE;ss158km55+532 lato dx ora strada provinciale 330  81010;PRATA SANNITA;CE;41.42814967;14.19948578
8290;CAPALDI RANIERI;Api-Ip;Altro;Stazione di Serv/IP Capaldi;via provinciale Km 58+640 ;PRATELLA;CE;41.40837865;14.1832416
29973;PENTA PETROLI SRL;Esso;Strada Statale;ESSO PRESENZANO;Statale 85 Venafrana, Km. 6+744, dir. LATO SX DIR VENAFRO 81050;PRESENZANO;CE;41.377355;14.10452217
15629;ENRICO MASTROIANNI CARBURANTI SRL;Q8;Altro;AREA DI SERVIZIO Q8 RECALE;VIA CIMITERO  81026;RECALE;CE;41.05101246;14.30721268
29937;"IM.DI.CA. DI PICCIRILLO TERESA & C. S.A.S. IN SIGLA: ""IM.DI.CA. S.A.S.""";Agip Eni;Altro;ENI RECALE 24H;VIA ROMA 156 81020;RECALE;CE;41.06480253;14.30778064
32728;DE BIASIO ANGELO;ADN Petroli;Altro;A.D.N PETROLI;VIA STAZIONE SNC 81053;RIARDO;CE;41.26119798;14.14406437
14931;OREFICE ANTONIO;Total Erg;Altro;DISTRIBUTORE TOTALERG OREFICE ANTONIO;VIA SELVOTTA 6 81040;ROCCA D'EVANDRO;CE;41.40704024;13.88886233
29980;PENTA PETROLI SRL;Pompe Bianche;Altro;EWA ROCCAMONFINA;S.P. SESSA-MIGNANO  81035;ROCCAMONFINA;CE;41.29403836;13.98673832
14669;DI PIPPO LORENZO;Total Erg;Altro;TOTALERG;VIA NAPOLI  81035;ROCCAMONFINA;CE;41.28662027;13.97818208
32719;DE BIASIO ANGELO;Api-Ip;Altro;STAZIONE DI SERVIZIO IP;STRADA PROV.LE 26 SNC 81050;ROCCAROMANA;CE;41.273333;14.21978608
31105;EWA OIL S.P.A.;Esso;Altro;RUVIANO;VIA VOLTURNO 171 81010;RUVIANO;CE;41.19499708;14.44918066
8778;B.A.C. S.N.C. DI CASTALDO AMEDEO E BERNARDO;Esso;Altro;B.A.C.  CARBURANTI;CORSO UMBERTO I 47 81036;SAN CIPRIANO D'AVERSA;CE;41.00481064;14.1357404
35728;MARZIA CARBURANTI S.R.L.;Pompe Bianche;Altro;Marzia Carburanti srl -San Cipriano;corso Umberto I  209 81036;SAN CIPRIANO D'AVERSA;CE;41.00279325;14.14175709
14526;C.T.P. PETROLI S.R.L.;Api-Ip;Altro;stazione ctp san cipriano;via acquaro  81036;SAN CIPRIANO D'AVERSA;CE;40.99806222;14.11409497
19660;BASILICATA GIOVANNI;Agip Eni;Altro;Agip;VIA CIRCUMVALLAZIONE 17 81027;SAN FELICE A CANCELLO;CE;41.01850092;14.48793858
22948;CENTRO GAS S.R.L.;Pompe Bianche;Altro;Centro Gas;STRADA PROVINCIALE POLVICA SNC 81027;SAN FELICE A CANCELLO;CE;40.9839105;14.44845513
31918;LOMBARDI EDVIGE;Esso;Altro;esso;via abatemarco 98 81027;SAN FELICE A CANCELLO;CE;41.01813017;14.48930047
27585;VERPET SAS DI VIGLIOTTI MARIA;Tamoil;Strada Statale;TAMOIL VERPET SAS;Statale 162 della Valle Caudina, Km. 17+280, dir. NAPOLI 81027;SAN FELICE A CANCELLO;CE;41.00921988;14.4670482
39459;AP GESTIONE TRE S.R.L.;AP Stazioni di Servizio;Altro;Alfonso Alise;VIALE KENNEDY 46 81030;SAN MARCELLINO;CE;40.98967765;14.18271861
33820;CANTELLI RAFFAELE;Pompe Bianche;Altro;distributore carburanti ;CORSO ITALIA 170 81030;SAN MARCELLINO;CE;40.98651421;14.17572067
39742;MONTANINO MASSIMO;Energas;Altro;Distributore energas;CORSO EUROPA 52 81030;SAN MARCELLINO;CE;40.99258133;14.17376684
32980;F.LLI SAPIO GROUP S.R.L.;Pompe Bianche;Altro;F.LLI SAPIO GROUP SRL;VIA LARGA STARZA SNC 81030;SAN MARCELLINO;CE;40.9833792;14.15701032
36959;GOLD FUEL SOCIETA' A RESPONSABILITA' LIMITATA;Pompe Bianche;Altro;GOLDFUEL SRL;corso Europa SNC 81030;SAN MARCELLINO;CE;40.99405024;14.16996539
21034;ENERGY PLANTS MANAGEMENT SERVICE S.R.L.;Tamoil;Altro;SAN MARCELLINO;VIA ROMA 144, 81030;SAN MARCELLINO;CE;40.98542259;14.16637391
37426;AP GESTIONE QUATTRO S.R.L.;AP Stazioni di Servizio;Altro;Ap Stazione di Servizio;Strada Provinciale 336 km. 20+600 (ex SS 87 Sannitica) snc 81020;SAN MARCO EVANGELISTA;CE;41.03553901;14.32521285
8246;D.L.C. SERVICE DI DE LUCIA GIOVANBATTISTA S.A.S.;Agip Eni;Altro;D.L.C.SERVICE;VIALE CARLO III S.S.87 KM 22+880  81020;SAN NICOLA LA STRADA;CE;41.04462399;14.32456791
18057;PEDICINI MASSIMILIANO;Agip Eni;Strada Statale;ENI PEDICINI MASSIMILIANO;Statale 87 Sannitica, Km. 22+245, dir. sud;SAN NICOLA LA STRADA;CE;41.03896403;14.32502925
32402;CIARAMELLA FRANCESCO S.A.S. DI FRANCESCO CIARAMELLA;Esso;Altro;ESSO;VIA APPIA 90 81020;SAN NICOLA LA STRADA;CE;41.05071512;14.3386656
27371;PASCARIELLO CRESCENZO;Api-Ip;Altro;IP;via Pilade Bronzetti 118 81020;SAN NICOLA LA STRADA;CE;41.04901261;14.33287623
3668;Borgheseservicesrl;Agip Eni;Autostradale;S.NICOLA EST;Autostrada A1 MILANO-NAPOLI, Km. 737+200, dir. Sud ;SAN NICOLA LA STRADA;CE;41.05014665;14.3226579
3654;D.G. CARBURANTI s.a.s.;Shell;Autostradale;S.NICOLA OVEST;Autostrada A1 MILANO-NAPOLI, Km. 737+200, dir. Nord 81020;SAN NICOLA LA STRADA;CE;41.0491843;14.32199568
21536;FEDERICO GIUSEPPE;Q8;Altro;STAZIONE Q8 FEDERICO GIUSEPPE;VIA APPIA  81020;SAN NICOLA LA STRADA;CE;41.04713034;14.34621334
32393;FALCIGLIA NICANDRO;Total Erg;Strada Statale;Stazione di Servizio TOTALERG Falciglia;Statale 6 Via Casilina, Km. 151, dir. Roma 81050;SAN PIETRO INFINE;CE;41.44216541;13.9463
31111;PELLINI S.R.L.;Total Erg;Altro;TOTALERG;strada provinciale telesina 33 81016;SAN POTITO SANNITICO;CE;41.34092983;14.38947067
20168;AREA DI SERVIZIO DI SERGIO DI RIENZO & C. S.A.S.;Pompe Bianche;Strada Statale;AREA DI SERVIZIO SAS;Statale 7 bis di Terra di Lavoro, Km. 1+100, dir. AVERSA 81050;SAN TAMMARO;CE;41.09115163;14.22127739
38681;EASY SERVICE S.R.L.;Energas;Altro;Easy Service San Tammaro ;ss 7 bis direzione Aversa SNC 81050;SAN TAMMARO;CE;41.06457138;14.2314443
32718;DE BIASIO ANGELO;ADN Petroli;Altro;IP;PIAZZA XX SETTEMBRE SNC 81017;SANT'ANGELO D'ALIFE;CE;41.36190463;14.26078498
33141;DISTRIBUTORE CARBURANTE IP DI IACCIO MARIA;Esso;Altro;Esso S.Arpino;via Martiri Atellani  81030;SANT'ARPINO;CE;40.96224136;14.25008968
14765;DE LUCIA VINCENZA;Tamoil;Altro;DE LUCIA VINCENZA;VIA SAN MARCO 32 81028;SANTA MARIA A VICO;CE;41.01673783;14.45095025
20604;FADDIMM  S.R.L.;Repsol;Altro;REPSOL;VIA S. GAETANO  81028;SANTA MARIA A VICO;CE;41.02352522;14.48972091
24647;FADDIMM  S.R.L.;Repsol;Altro;REPSOL;VIA MARINELLI SNC 81028;SANTA MARIA A VICO;CE;41.0176724;14.46121708
34211;IP SERVICES S.R.L.;Api-Ip;Altro;SANTA MARIA A VICO - APPIA;S.S. 7 APPIA KM. 228,000  81100;SANTA MARIA A VICO;CE;41.02607693;14.47554838
11238;F.B. OIL S.A.S. DI ANGELO BONAVOLONTA' E C.;Total Erg;Altro;Area Servizio TOTALERG F. B. OIL SAS ;VIA GALATINA 141 81055;SANTA MARIA CAPUA VETERE;CE;41.08863362;14.2535685
4240;ANGELUCCI PASQUALE;Agip Eni;Strada Statale;ENI;Statale 7 Via Appia, Km. 207+600, dir. sud 81055;SANTA MARIA CAPUA VETERE;CE;41.08146112;14.26666439
29981;PENTA PETROLI SRL;Esso;Altro;ESSO SMCV;VIA GIOVANNI PAOLO 1° SNC 81055;SANTA MARIA CAPUA VETERE;CE;41.08839588;14.26514089
14923;TRAGEN S.R.L.;Pompe Bianche;Altro;Gaffoil SMCV;via anfiteatro  81055;SANTA MARIA CAPUA VETERE;CE;41.08216227;14.25015338
12082;GESTIONI EUROPA - SOCIETA' PER AZIONI;Total Erg;Altro;SANTA MARIA CAPUA VETERE;Strada Statale 7 bis Km. 7+009  81055;SANTA MARIA CAPUA VETERE;CE;41.04014145;14.23716277
15028;DITTA COPPOLA GIUSEPPE;Agip Eni;Altro;self area agip e autolavaggio;VIA DEL LAVORO 164 81055;SANTA MARIA CAPUA VETERE;CE;41.08806718;14.24198769
9732;LUOIL S.R.L.;Q8;Altro;shell;via galatina km 0.400  81055;SANTA MARIA CAPUA VETERE;CE;41.10153599;14.25261497
20585;ENERFUEL S.R.L.;Repsol;Altro;Repsol;STRADA PROVINCIALE 333 KM 19+625  81050;SANTA MARIA LA FOSSA;CE;41.09087549;14.14489478
33609;EDIL AURUNCA S.R.L.;Q8;Altro;AL. GI. ;Strada Statale 430, Km. 24+310, dir. A1 SAN VITTORE  81037;SESSA AURUNCA;CE;41.27980766;13.85924757
6021;ALCAR SERVICE S.R.L.;Agip Eni;Strada Statale;ALCAR SERVICE SRL;Statale 7 Via Appia, Km. 172+978, dir. SESSA AURUNCA 81037;SESSA AURUNCA;CE;41.22772614;13.95338774
14262;CASALE PAOLO;Q8;Altro;CASALE PAOLO;Via Arianuova San Castrese  81037;SESSA AURUNCA;CE;41.24788009;13.85095417
18075;RAZZANO ANNA MARIA;Pompe Bianche;Altro;distributore tiber di razzano anna maria;STRADA PROVINCIALE PER MIGNANO MONTE LUNGO SNC 81037;SESSA AURUNCA;CE;41.22769147;13.93350948
38146;FRA.MA. CARBURANTI S.R.L.;Agip Eni;Strada Statale;ENI;Statale 7 quater Via Domitiana, Km. 11+700, dir. Napoli 81037;SESSA AURUNCA;CE;41.16224704;13.85418809
28910;SPEZIALE GIUSEPPE;Esso;Altro;ESSO - SESSA AURUNCA;VIA SESSA-MIGNANO RIONE S.AGATA  81037;SESSA AURUNCA;CE;41.22708383;13.93468872
33728;FULGORGAS SUD S.R.L.;FulgorOil;Strada Statale;fulgorgas SESSA AURUNCA;Statale 7 Via Appia, Km. 161,350 sc, dir. FORMIA 81037;SESSA AURUNCA;CE;41.23914233;13.82943682
13714;SANTILLI ALESSANDRO;Pompe Bianche;Altro;Ghepardoil;VIALE DEGLI OLEANDRI - baia domizia  81037;SESSA AURUNCA;CE;41.19251737;13.81073579
33382;THE CRONIES SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;Pompe Bianche;Altro;IP ;VIA SANTUARIO LOCALITA' CARANO SNC 81037;SESSA AURUNCA;CE;41.20591491;13.91032085
12102;BOCCUCCI MARCO;Q8;Altro;stazione di servizio Boccucci Marco;località capitolo - lauro di sessa aurunca   81037;SESSA AURUNCA;CE;41.26302703;13.89337657
15983;ANDOLFI S.A.S. DI GIOVANNI ANDOLFI & C.;Esso;Altro;esso;VIA POSTA VECCHIA SNC 81056;SPARANISE;CE;41.17876258;14.092298
15401;BRP S.A.S. DI BAFFICO NICOLA E BAFFICO SALVATORE & C.;Pompe Bianche;Altro;BRP;Via Astragata SNC, Succivo, Caserta, Italy  81030;SUCCIVO;CE;40.97552049;14.26142519
35425;DE FRANCESCO SALVATORE;Q8;Altro;Q8 De Francesco Salvatore;via Provinciale Succivo  81030;SUCCIVO;CE;40.96857666;14.26188938
37893;STAZIONE LE MONDE S.R.L.;Esso;Altro;Stazione le Monde;S.S. 7 bis Nola-Villa Literno km. 15+900  81030;SUCCIVO;CE;40.9857947;14.25108299
32873;IP SERVICES S.R.L.;Api-Ip;Altro;SUCCIVO - MARCONI;VIA MARCONI 5 81100;SUCCIVO;CE;40.96622127;14.26053889
29659;FULGORGAS SUD S.R.L.;FulgorOil;Strada Statale;Fulgorgas teano;Statale 6 Via Casilina, Km. 176,449, dir. napoli 81057;TEANO;CE;41.28079734;14.11742494
30445;GPC S.R.L.;Pompe Bianche;Strada Statale;IMPIANTO CUCINELLA;Statale 7 Via Appia, Km. 182+200, dir. ROMA 81057;TEANO;CE;41.19391426;14.04096588
29053;PENTA PETROLI SRL;Esso;Altro;TEANO;S.S. 6 CASILINA KM 182+970 - LOC. TORRICELLE  81057;TEANO;CE;41.22401989;14.10431027
3782;G.I.DI.CAR. S.R.L.;Total Erg;Autostradale;TEANO EST;Autostrada A1 MILANO-NAPOLI, Km. 708+400, dir. Nord 81057;TEANO;CE;41.23490365;14.0933751
3783;SIDICINA PETROLI S.A.S. DI ENRICO DE MITA & C.;Total Erg;Autostradale;TEANO OVEST;Autostrada A1 MILANO-NAPOLI, Km. 708+400, dir. Sud 81057;TEANO;CE;41.23292116;14.09215131
6717;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;TEANO VIALE ITALIA  36;VIALE ITALIA 36 81057;TEANO;CE;41.25279362;14.06461505
16069;AP GESTIONE TRE S.R.L.;AP Stazioni di Servizio;Strada Statale;AP GESTIONE TRE S.R.L.;Statale 7 bis di Terra di Lavoro, Km. 10,800, dir. nord 81030;TEVEROLA;CE;41.00946114;14.21964124
16268;AP GESTIONE UNO S.R.L.;AP Stazioni di Servizio;Altro;AP GESTIONE UNO S.R.L.;VIA FRATTA SNC 81030;TEVEROLA;CE;40.99435593;14.21582714
15679;BO.RO PETROLI S.R.L.;Total Erg;Altro;BO.RO.PETROLI SRL;ST.CONS.AGG.INDUST.AVERSA NORD  81030;TEVEROLA;CE;41.0153325;14.22363639
34296;DARIA S.A.S. DI MIRANDA MARIA;Esso;Strada Statale;esso;Statale 7 Via Appia, Km. 13+553 SNC, dir. aversa 81030;TEVEROLA;CE;40.98690084;14.20793004
32550;BARBATO PETROLI S.A.S. DI BARBATO LUIGI & C.;Api-Ip;Altro;IP;VIA PROV.LE TEVEROLA-CASALUCE 15 81030;TEVEROLA;CE;40.9983938;14.20655139
6724;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;TEVEROLA S.S.7 BIS KM 11 IMP.Q8;S.S.7 BIS KM 11 IMP.Q8 SNC 81030;TEVEROLA;CE;41.00785071;14.2149073
20812;ZUPPA RAFFAELE;Total Erg;Strada Statale;TotalErg di Zuppa Raffaele;Statale 7 bis di Terra di Lavoro, Km. 12, dir. Caserta 81030;TEVEROLA;CE;41.00051244;14.20936704
6129;PIANETA COSPEA S.R.L.;CONAD;Altro;CONAD IPERMERCATO;strada provinciale trentola-parete snc-81038  ;TRENTOLA-DUCENTA;CE;40.96834699;14.17210579
21614;ME.CAR. DI MERENDA GIULIANA & C. S.A.S.;Pompe Bianche;Altro;Distributore Carburanti;VIA NUOVA COTTOLENGO 3 81038;TRENTOLA-DUCENTA;CE;40.97422181;14.1858273
20837;ELVY S.R.L.;Pompe Bianche;Altro;Elvy 1;Via IV Novembre 74 81038;TRENTOLA-DUCENTA;CE;40.97599485;14.16758057
20836;ELVY S.R.L.;Pompe Bianche;Altro;Elvy 2;Via Provinciale Trentola-Ischitella snc 81038;TRENTOLA-DUCENTA;CE;40.97551137;14.15208545
33029;PETROLJ - SOCIETA' A RESPONSABILITA' LIMITATA;Esso;Altro;Esso Fabozzi;VIA N.S. ANTONIO 62 81038;TRENTOLA-DUCENTA;CE;40.97919875;14.19047757
35553;PETROLJ - SOCIETA' A RESPONSABILITA' LIMITATA;Esso;Altro;Esso Fabozzi;VIA ROMA 275 81038;TRENTOLA-DUCENTA;CE;40.97737945;14.18992184
33028;PETROLJ - SOCIETA' A RESPONSABILITA' LIMITATA;Esso;Altro;Esso Fabozzi Metano Gpl; ST. PROV. TRENTOLA-ISCHITELLA KM. 1,5 81038;TRENTOLA-DUCENTA;CE;40.97474227;14.14515512
29974;PENTA PETROLI SRL;Esso;Altro;ESSO VAIRANO PATENORA;VIA PATENARA SNC 81058;VAIRANO PATENORA;CE;41.31862338;14.11215037
28682;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;SS. CASILINA -  VAIRANO;SS. CASILINA  81059;VAIRANO PATENORA;CE;41.31150399;14.11028711
19519;DISTRIBUZIONE CARBURANTI DI FILIPPO CASO S.A.S.;Agip Eni;Altro;stazione eni 8423;VIA NAPOLI  81058;VAIRANO PATENORA;CE;41.31263831;14.10920128
29046;EWAGRILL DI SALZILLO VINCENZO & C S.N.C.;Pompe Bianche;Altro;VAIRANO GPL;S.S. 85 KM. 3+138 SNC 81058;VAIRANO PATENORA;CE;41.34616364;14.1046536
30107;DISTRIBUTORI ECOS S.R.L.;Pompe Bianche;Altro;ECOS;STRADA PROVINCIALE 335 KM 17+315  81020;VALLE DI MADDALONI;CE;41.06819113;14.41401818
35671;ENERFUEL S.R.L.;Agip Eni;Altro;ENI;STRADA PROVINCIALE 335 KM. 15+500 SNC 81020;VALLE DI MADDALONI;CE;41.07438166;14.41755608
